events,launch_speed,launch_angle,HR
field_out,81.60000000000001,-22,0
field_out,62.1,-67,0
field_out,85,-19,0
home_run,100.5,38,1
field_out,73.4,-8,0
field_out,91.5,34,0
grounded_into_double_play,102,-4,0
single,71.3,17,0
grounded_into_double_play,105.8,-30,0
field_out,62.900000000000006,57,0
field_out,87.2,35,0
field_out,90.2,64,0
field_out,79.9,38,0
field_out,75.10000000000001,-2,0
field_out,89.9,-28,0
field_out,90,10,0
field_out,101.2,30,0
field_out,93.4,31,0
single,95.9,-6,0
home_run,101.2,30,1
field_out,74.2,-61,0
field_out,67.9,80,0
field_out,78.7,32,0
field_out,93.4,8,0
field_out,83.2,41,0
field_out,74.5,16,0
single,101.4,2,0
double,94.5,26,0
field_out,73.60000000000001,-11,0
field_out,82.80000000000001,29,0
grounded_into_double_play,99.3,-17,0
field_out,74.8,75,0
sac_fly,99.3,21,0
field_out,107.1,-15,0
field_out,44.400000000000006,6,0
field_out,82,27,0
single,99.6,-14,0
field_out,85.2,27,0
double,72.3,21,0
field_out,68.3,7,0
field_out,78.4,58,0
single,84.60000000000001,18,0
field_out,85.7,33,0
field_out,81.2,2,0
grounded_into_double_play,78.60000000000001,-9,0
field_out,85.80000000000001,24,0
single,68.8,11,0
triple,98.1,24,0
single,84.60000000000001,4,0
single,97.7,-3,0
single,90.1,20,0
field_out,107.5,4,0
field_out,93.3,22,0
single,94.1,-6,0
field_out,106.4,-20,0
single,90.9,8,0
field_out,94.4,39,0
field_out,96.3,-8,0
double,84.7,20,0
single,66.4,23,0
field_out,89,49,0
single,107.5,11,0
field_out,98,40,0
field_out,95.8,10,0
field_out,86.60000000000001,54,0
field_out,45.1,-45,0
field_out,96.1,58,0
single,43.8,-53,0
field_out,87.10000000000001,-34,0
field_out,79,-9,0
field_out,59.6,-62,0
field_out,93.5,-7,0
sac_fly,78.5,38,0
field_out,72.10000000000001,43,0
field_out,93.8,18,0
home_run,105.2,28,1
field_out,82.4,50,0
field_out,70.60000000000001,11,0
field_out,70,75,0
field_out,98,42,0
field_out,62.1,14,0
field_error,66.10000000000001,-66,0
field_out,87.80000000000001,38,0
field_out,89.5,47,0
field_out,101.5,5,0
single,98.2,-2,0
field_out,99.1,21,0
field_out,96.6,-9,0
field_out,87.60000000000001,9,0
field_out,86.9,70,0
field_out,89.10000000000001,46,0
home_run,107.8,25,1
single,93.3,11,0
double,73.60000000000001,47,0
field_out,90.9,4,0
single,103.1,6,0
field_out,93.8,-3,0
home_run,105.6,27,1
double,80.7,10,0
field_out,91.9,5,0
field_out,51.400000000000006,12,0
double,93.2,22,0
grounded_into_double_play,94.8,-26,0
triple,98.1,28,0
field_out,98.2,-16,0
single,96.7,7,0
single,95.7,12,0
field_out,74,-22,0
field_out,85.60000000000001,27,0
field_out,111.5,14,0
field_out,94.6,52,0
field_out,87.10000000000001,-19,0
field_out,89.9,31,0
double,91.3,0,0
field_out,92.2,25,0
field_out,94.2,-1,0
field_out,89.2,-13,0
single,96.9,-4,0
field_out,59,44,0
field_out,79.30000000000001,-2,0
field_out,44.5,-47,0
field_out,96.6,-29,0
field_out,105,7,0
single,95.1,16,0
single,78,7,0
field_out,83.2,34,0
home_run,103.6,27,1
field_out,88.60000000000001,49,0
field_out,98.1,42,0
double,95.2,28,0
field_out,90.9,6,0
double,105.9,14,0
field_out,89.7,41,0
field_out,91.9,-2,0
field_out,98.7,43,0
field_out,94.2,8,0
triple,101.1,18,0
field_out,92.6,32,0
single,82.7,19,0
field_out,98.4,22,0
field_out,92.7,38,0
home_run,110.9,19,1
single,102.6,8,0
single,91.7,-2,0
grounded_into_double_play,90.7,5,0
field_out,76.7,4,0
double,112.2,11,0
field_out,105,3,0
single,100.9,2,0
field_out,87.9,-11,0
field_out,94.7,25,0
field_out,74.8,-11,0
field_out,89.2,66,0
force_out,85.30000000000001,-15,0
field_out,93.2,36,0
field_out,92.1,-2,0
home_run,105.8,28,1
home_run,95.8,30,1
field_out,88.2,1,0
field_out,104.9,32,0
field_out,98.3,37,0
field_out,94.1,2,0
field_out,78.2,38,0
field_out,89.80000000000001,-1,0
field_out,85.5,46,0
single,91.8,12,0
single,105.9,16,0
single,101.2,14,0
field_out,82.2,-21,0
single,96.6,-3,0
field_out,103.3,26,0
force_out,80.10000000000001,-6,0
field_out,79.4,-25,0
field_out,79.80000000000001,69,0
field_out,75.8,68,0
force_out,100.5,-4,0
field_out,88,38,0
field_out,98.2,-6,0
field_out,98.1,51,0
field_out,92,29,0
field_out,47.8,-59,0
single,107.9,15,0
field_out,66.3,-33,0
single,100.3,-2,0
field_out,97.6,-37,0
single,76.3,-49,0
field_out,95.4,34,0
field_out,90.1,39,0
single,99.4,-6,0
field_out,68.8,71,0
field_out,93.7,32,0
field_out,87,73,0
field_out,97.8,22,0
field_out,80.10000000000001,75,0
field_out,99,32,0
single,75.60000000000001,18,0
field_out,73.4,-51,0
single,86,7,0
home_run,104.1,26,1
grounded_into_double_play,91.9,4,0
field_out,106.2,20,0
field_out,104.7,0,0
field_out,86,-17,0
single,105.6,11,0
field_out,75.7,71,0
field_out,96.7,35,0
single,108.2,14,0
field_out,102.8,23,0
double,78.80000000000001,9,0
field_out,102.5,2,0
field_out,95.5,20,0
sac_fly,91.4,48,0
single,92,11,0
field_out,82.4,64,0
single,98.6,4,0
single,75.3,27,0
field_out,95.6,-11,0
grounded_into_double_play,89.60000000000001,-9,0
single,109.5,-5,0
single,79.9,21,0
field_out,88,59,0
field_out,94.5,21,0
field_out,54.7,-16,0
field_out,54.1,-40,0
field_out,94.9,36,0
field_out,71.8,8,0
field_out,80.9,63,0
field_out,100.3,-1,0
field_error,102.2,6,0
home_run,107.5,32,1
field_out,102.6,7,0
triple,87.10000000000001,29,0
single,93,16,0
fielders_choice,43.6,-80,0
field_out,99.2,2,0
field_out,75.4,-26,0
single,99.9,14,0
force_out,100,-29,0
force_out,73.9,-14,0
single,89.2,8,0
home_run,111.4,27,1
double,84.7,20,0
field_out,62.6,50,0
field_out,31,-46,0
force_out,80.4,4,0
field_out,105.4,30,0
field_out,96,8,0
field_out,106,21,0
home_run,104.1,33,1
single,89.5,16,0
field_out,92,20,0
single,96.9,16,0
field_out,90.5,9,0
single,70.60000000000001,-66,0
sac_bunt,48.8,-78,0
double,92.2,25,0
field_out,82.10000000000001,46,0
field_out,85.5,21,0
single,81.5,8,0
double,96.7,15,0
single,80.5,-3,0
field_out,64.3,-39,0
field_out,82.7,-17,0
single,102.5,9,0
force_out,74.7,24,0
field_out,91.5,-29,0
field_out,82.4,47,0
field_out,87.2,49,0
field_out,82.4,25,0
field_out,108.5,-5,0
single,78,-29,0
field_out,80.4,-20,0
field_out,64.9,-11,0
force_out,84.30000000000001,-26,0
field_out,98.7,49,0
field_out,54.400000000000006,-65,0
force_out,73.3,-23,0
single,106.7,19,0
fielders_choice_out,52.5,-29,0
force_out,86.4,-18,0
field_out,77.9,77,0
home_run,111.4,22,1
sac_fly,86.5,46,0
grounded_into_double_play,102.9,-5,0
field_out,101.6,-11,0
single,86.2,-10,0
grounded_into_double_play,86.60000000000001,-20,0
field_out,101.6,31,0
field_out,71.60000000000001,2,0
single,89.9,17,0
double,75.3,47,0
field_out,82.30000000000001,-48,0
field_out,92.3,20,0
field_out,105.4,16,0
field_out,101.6,43,0
field_out,104.4,-15,0
field_out,70.60000000000001,-30,0
force_out,86.10000000000001,-5,0
field_out,94.6,10,0
field_out,75.8,3,0
field_error,86.2,6,0
home_run,104.3,28,1
field_out,100.2,-10,0
single,97.6,9,0
field_out,90.6,-7,0
single,76.9,66,0
single,80.7,-61,0
single,107.9,-11,0
field_out,86.10000000000001,-63,0
home_run,99.3,23,1
double,99.6,-4,0
single,101,-5,0
field_out,102.9,28,0
single,95.2,12,0
field_out,101.1,-34,0
field_out,77,6,0
single,91.9,-14,0
field_out,61.6,38,0
single,102.1,2,0
force_out,98.5,-5,0
home_run,103.9,33,1
field_out,95.3,60,0
field_out,99.1,-21,0
field_out,94.2,33,0
single,78.9,6,0
field_out,85.80000000000001,-26,0
field_out,72.4,-12,0
single,76.9,23,0
field_out,97.7,15,0
field_error,90.1,61,0
field_out,78.9,-67,0
home_run,99.7,24,1
field_out,60.900000000000006,55,0
single,96.3,17,0
field_out,99.8,47,0
field_out,68.5,-32,0
fielders_choice_out,73.8,-8,0
grounded_into_double_play,84.80000000000001,-25,0
field_out,75.2,-10,0
field_out,77.2,61,0
field_out,31.6,69,0
double,98.9,12,0
triple,107.1,12,0
field_out,99.1,18,0
field_out,97.3,22,0
double,64.8,17,0
field_out,91.2,-16,0
field_out,84.5,47,0
field_out,108.9,8,0
field_out,67.10000000000001,-41,0
double,100.1,41,0
field_out,91.3,24,0
single,94,-7,0
field_out,97.3,-14,0
field_out,90.7,-21,0
single,108.6,11,0
field_out,93.5,30,0
sac_fly,92.8,43,0
field_out,95.8,47,0
field_out,92.1,45,0
field_out,102.5,-9,0
field_out,93.8,-7,0
field_out,93.1,62,0
single,66.4,-10,0
single,91.6,12,0
sac_fly,89.10000000000001,43,0
single,103.2,9,0
home_run,101.4,40,1
double,94.1,26,0
single,87,-16,0
single,83.80000000000001,22,0
field_out,80.2,9,0
single,88.7,8,0
field_out,56.8,46,0
single,38.8,2,0
double,76.7,26,0
field_out,89.30000000000001,-16,0
sac_fly,86.9,29,0
single,97.5,13,0
field_out,85.2,49,0
field_out,104.3,-11,0
field_out,99.7,-7,0
field_out,92.5,45,0
field_out,98.3,-5,0
field_out,55.900000000000006,27,0
single,101.9,-6,0
single,79.9,15,0
field_out,85.2,41,0
field_out,77.30000000000001,-53,0
field_out,91.1,30,0
single,88.30000000000001,20,0
field_out,70.9,70,0
field_out,86.4,6,0
single,96.4,-11,0
single,105,3,0
grounded_into_double_play,70.9,-21,0
single,80.9,16,0
field_out,98.1,51,0
field_out,62.6,-42,0
double,104.2,5,0
field_out,98.8,9,0
field_out,93.5,33,0
field_out,96.9,-2,0
double,91.2,21,0
double,108.2,20,0
field_out,83.60000000000001,23,0
field_out,85.9,29,0
single,70.7,39,0
field_out,100.3,7,0
force_out,88.10000000000001,7,0
field_out,87.5,31,0
home_run,100.4,32,1
single,99.1,14,0
field_out,92.6,-15,0
field_out,98.8,20,0
field_out,91.1,-12,0
field_out,79.10000000000001,29,0
single,92.4,12,0
field_out,92.2,30,0
single,51.400000000000006,-45,0
fielders_choice_out,100.1,5,0
single,108.1,8,0
double,103.1,23,0
field_out,84.4,27,0
field_out,86.4,57,0
single,93.8,-20,0
home_run,109.1,25,1
field_out,86.30000000000001,52,0
field_out,95.9,-4,0
single,78.5,-46,0
single,79.60000000000001,15,0
single,83.60000000000001,7,0
field_out,93.7,-6,0
field_error,78.5,1,0
field_out,83.80000000000001,55,0
field_out,88,-25,0
field_out,81.2,34,0
field_out,84.4,39,0
double,101.7,24,0
home_run,103.3,27,1
field_out,95.5,4,0
field_out,42.3,-43,0
single,76.80000000000001,18,0
field_out,91.2,24,0
field_out,87.7,22,0
grounded_into_double_play,89.80000000000001,4,0
fielders_choice,100.9,4,0
single,94.7,12,0
field_out,77,-10,0
home_run,104.2,26,1
field_out,83.10000000000001,44,0
field_out,64.10000000000001,39,0
field_out,92.5,62,0
single,102,-2,0
field_out,92.3,53,0
double_play,84.10000000000001,10,0
field_out,61.1,-33,0
field_out,87.7,80,0
field_out,36.6,4,0
home_run,110.3,18,1
field_out,78.60000000000001,56,0
field_out,76.3,53,0
field_out,90,-17,0
field_out,74.10000000000001,56,0
field_out,84.5,21,0
single,102.6,-16,0
field_out,49.5,50,0
field_out,68,-43,0
field_out,103.5,9,0
grounded_into_double_play,88.4,-19,0
field_out,65.2,54,0
field_out,103.4,-2,0
field_out,88.30000000000001,31,0
field_out,78.10000000000001,40,0
field_out,95.5,36,0
field_out,75.10000000000001,64,0
double,106,15,0
field_out,91.5,29,0
single,99.1,5,0
single,94.2,-8,0
field_out,93.3,25,0
single,79.10000000000001,-1,0
field_out,83.4,-5,0
single,74.3,24,0
double,91.6,25,0
field_out,91.3,46,0
field_out,76.80000000000001,32,0
field_out,76.80000000000001,4,0
double,93.2,27,0
field_out,42.400000000000006,49,0
home_run,104.3,35,1
single,66.9,48,0
home_run,110.9,29,1
field_out,85.7,70,0
single,107.3,-18,0
field_out,96.6,41,0
field_out,87.30000000000001,32,0
field_out,71.4,49,0
field_out,81,70,0
field_out,95.9,50,0
field_out,76.5,35,0
single,105.9,7,0
home_run,101.5,36,1
field_out,56.5,60,0
home_run,102.9,24,1
double,112.5,15,0
field_out,74.4,72,0
single,99,4,0
single,90.2,13,0
single,102.7,10,0
home_run,104.4,38,1
field_out,111.1,2,0
home_run,102.9,31,1
field_out,88,49,0
field_out,93.7,67,0
single,97.5,13,0
field_out,95.4,76,0
single,107.9,-3,0
home_run,107.6,33,1
single,95.2,13,0
field_out,78.2,-1,0
single,93.3,10,0
home_run,100,29,1
field_out,82.10000000000001,86,0
single,84.10000000000001,28,0
field_out,83.60000000000001,-17,0
field_out,84.80000000000001,70,0
single,100.6,14,0
home_run,101.4,25,1
field_out,98.1,35,0
field_out,91.4,-34,0
double,82.10000000000001,30,0
double,84.9,25,0
field_out,101.5,-10,0
field_out,98.5,33,0
single,78.4,24,0
single,92.8,-13,0
double,67.2,-1,0
field_out,85.2,21,0
field_out,80.5,-32,0
field_out,74.5,71,0
home_run,96.3,31,1
double,97.1,8,0
field_out,76.7,87,0
single,99.6,9,0
field_out,87.5,74,0
field_out,90.8,35,0
field_out,91.5,34,0
single,83.9,6,0
field_out,96,21,0
field_out,93.6,24,0
field_out,67.3,-5,0
double,88.80000000000001,8,0
field_out,88.30000000000001,-21,0
grounded_into_double_play,93.7,-17,0
single,100.5,13,0
field_out,74.9,-8,0
double,103.7,11,0
field_out,85.2,69,0
home_run,103.9,32,1
field_out,71.60000000000001,75,0
field_out,94.5,49,0
grounded_into_double_play,80.7,-3,0
field_out,83.9,-25,0
single,99.8,11,0
field_out,100.7,32,0
single,81.30000000000001,-15,0
field_out,104.2,14,0
field_out,103.8,18,0
field_out,72.60000000000001,37,0
double,103.7,33,0
field_out,107.4,17,0
grounded_into_double_play,78.80000000000001,-12,0
single,105.5,10,0
field_out,92.1,32,0
field_out,82.2,-26,0
home_run,101.2,41,1
double,96.2,11,0
field_out,98.6,40,0
single,108.8,10,0
double,111.7,17,0
force_out,89.80000000000001,-8,0
force_out,84.5,-6,0
field_out,73.60000000000001,40,0
single,37.8,3,0
field_out,96.6,-2,0
field_out,79.30000000000001,31,0
field_out,87.5,27,0
field_out,79.30000000000001,64,0
field_out,59.6,24,0
home_run,109.3,24,1
home_run,91.7,29,1
field_out,95.3,56,0
single,110.7,1,0
single,108.3,13,0
field_out,105.3,16,0
home_run,101.7,33,1
field_out,102.2,63,0
field_out,90.1,28,0
field_out,88.10000000000001,69,0
single,58.1,-43,0
single,107.3,-1,0
single,63.6,28,0
field_out,107.7,-15,0
field_out,98.2,42,0
field_out,93.6,-27,0
field_out,96.5,37,0
field_out,101.2,17,0
field_out,81.60000000000001,-13,0
home_run,103.6,23,1
field_out,60,-33,0
field_out,71.5,-31,0
field_out,94.8,29,0
single,98.1,-15,0
field_out,108.9,2,0
field_out,86.60000000000001,44,0
field_out,99.8,19,0
field_out,76.5,-35,0
field_out,86.4,70,0
single,111.6,14,0
field_out,104.6,7,0
field_out,103.4,52,0
field_out,105.9,25,0
double,78.4,30,0
field_out,90.2,52,0
field_out,82.80000000000001,65,0
sac_fly,102.4,30,0
home_run,103.7,19,1
field_out,93.6,35,0
field_out,106,-2,0
field_out,90.5,51,0
force_out,80,-16,0
double,102.9,13,0
single,100.1,15,0
field_out,95.5,-14,0
grounded_into_double_play,93.3,-12,0
field_out,89,73,0
field_out,74.7,-27,0
field_out,95.4,7,0
field_out,62.6,-21,0
double,81.5,25,0
single,82.30000000000001,8,0
double,102.8,23,0
field_out,94,27,0
sac_fly,90.6,46,0
single,94.5,1,0
field_out,90.7,47,0
single,86.4,18,0
single,96.6,12,0
field_out,32.9,42,0
field_out,97.8,33,0
single,68,19,0
field_out,98.2,18,0
single,76.3,22,0
field_out,105.9,-17,0
field_out,72.9,-1,0
field_out,77.60000000000001,54,0
single,97.4,11,0
single,95.8,13,0
home_run,99.2,27,1
field_out,89.4,36,0
grounded_into_double_play,60.6,-36,0
single,62.900000000000006,-82,0
field_out,90.3,21,0
grounded_into_double_play,91.7,-9,0
field_out,86.4,-12,0
field_out,52.6,-73,0
field_out,85.7,44,0
field_out,83.9,59,0
home_run,94.8,33,1
force_out,96.9,7,0
sac_fly,92.5,52,0
field_out,73.10000000000001,37,0
field_out,101.9,1,0
field_out,85.5,-27,0
field_out,48.2,-45,0
double,97.5,18,0
field_out,46.2,40,0
field_out,100.9,-6,0
single,70.7,34,0
field_out,74.10000000000001,31,0
field_out,88.80000000000001,3,0
field_out,94.9,41,0
home_run,107.1,43,1
field_out,79.2,33,0
field_out,96.3,-14,0
field_out,95.1,32,0
double,101.5,10,0
field_out,103,6,0
field_out,98,-18,0
field_out,65.3,-61,0
field_out,85.7,72,0
force_out,106.3,-2,0
double,99.8,29,0
home_run,99.2,28,1
field_out,104.2,9,0
field_out,99.2,30,0
field_out,96.4,5,0
field_out,97.4,-22,0
grounded_into_double_play,102.7,-31,0
home_run,102.2,29,1
field_out,87.9,-5,0
field_out,76.5,4,0
single,65.7,32,0
field_out,93.6,36,0
field_out,67.10000000000001,58,0
field_out,92.4,46,0
field_out,63.8,-68,0
field_out,107.8,1,0
field_out,53.8,-65,0
field_out,69.60000000000001,-31,0
field_out,91.8,56,0
single,96.4,0,0
field_out,100.6,17,0
home_run,98.3,27,1
field_out,67.4,9,0
double,98.9,19,0
single,82.2,-7,0
field_out,65.8,-23,0
single,97.8,14,0
field_out,102.2,9,0
field_out,96,22,0
field_out,72.10000000000001,-60,0
sac_fly,94,29,0
field_out,93.2,-4,0
home_run,100.6,29,1
field_out,73.5,-23,0
single,80.5,24,0
field_out,90.5,-2,0
field_out,79.4,-33,0
force_out,95.1,2,0
field_out,94.5,10,0
field_out,95.7,3,0
field_out,82.2,35,0
field_out,98.8,20,0
single,28.6,-48,0
single,104.5,13,0
field_out,80.9,50,0
field_out,105.2,16,0
field_out,99.5,-2,0
field_out,85,40,0
field_out,55.5,36,0
force_out,81.9,-14,0
field_out,70.10000000000001,-8,0
single,104.9,15,0
force_out,76.80000000000001,-24,0
field_out,93.1,5,0
field_out,106.1,21,0
field_out,97.8,6,0
field_out,73.10000000000001,-11,0
field_out,90.3,-30,0
double,107.1,17,0
field_out,107.2,15,0
double,108,21,0
single,89.5,23,0
field_out,97.5,21,0
field_out,89.10000000000001,17,0
field_out,36.4,-30,0
field_error,98.3,2,0
field_out,83.80000000000001,35,0
single,76.2,21,0
single,71.10000000000001,21,0
field_out,76.7,27,0
field_out,97.9,-17,0
fielders_choice,98.3,1,0
fielders_choice_out,94.5,-4,0
field_out,100.2,19,0
field_out,93.6,44,0
field_out,91.3,21,0
field_out,53.3,-76,0
field_out,90.3,18,0
single,102.7,2,0
field_out,81.7,-21,0
field_out,70.9,80,0
field_out,100.1,32,0
field_out,80.60000000000001,53,0
force_out,82.80000000000001,-26,0
field_out,94.5,41,0
double,101.8,22,0
field_out,95.3,-37,0
field_out,79.7,70,0
field_out,99.2,-25,0
double,107.6,14,0
field_out,65,-53,0
field_out,99.7,20,0
single,98.8,8,0
double,100.2,-5,0
single,105,5,0
home_run,97,37,1
home_run,102.8,25,1
single,97.7,7,0
double,97.2,25,0
grounded_into_double_play,90.2,-4,0
double,72.7,28,0
field_out,97.4,-26,0
field_out,64.60000000000001,-52,0
single,104.8,10,0
double,97.1,16,0
field_error,74.3,-42,0
field_out,83.7,-25,0
field_out,86.80000000000001,48,0
single,88.4,16,0
grounded_into_double_play,82.7,2,0
field_out,80.7,72,0
field_out,81.10000000000001,45,0
field_out,85.10000000000001,-35,0
field_out,79.10000000000001,1,0
single,107.4,8,0
single,63.3,-25,0
field_out,99.6,23,0
single,100.8,23,0
field_out,84.5,48,0
field_out,103.5,6,0
grounded_into_double_play,98.1,-5,0
double,104,19,0
field_out,75.10000000000001,50,0
field_out,62.7,73,0
field_out,99.1,22,0
field_out,86.30000000000001,22,0
field_out,99.5,38,0
field_out,95.3,27,0
grounded_into_double_play,101.3,-1,0
field_out,98.5,36,0
field_out,98.6,-14,0
field_out,79.2,31,0
field_out,76.3,2,0
field_out,100,9,0
field_out,94.4,4,0
field_out,90.6,2,0
field_out,92.5,57,0
double,99.3,24,0
field_out,104.3,4,0
field_out,99.8,34,0
single,109.6,12,0
field_out,101.7,-40,0
field_out,78.9,37,0
single,84.30000000000001,17,0
field_out,99.4,2,0
field_out,89.80000000000001,42,0
field_out,99.2,4,0
field_out,100.9,16,0
field_out,89.5,-28,0
field_out,95,36,0
field_error,90.5,-17,0
single,98.8,2,0
single,103.2,-16,0
single,106.1,5,0
home_run,107.8,24,1
field_out,100.1,-4,0
field_out,81.2,25,0
double,96.1,27,0
single,78.2,19,0
single,100.8,12,0
field_out,93.9,5,0
field_out,88.2,0,0
field_out,88.2,50,0
field_out,97.7,-17,0
field_out,79.4,65,0
field_out,72,-28,0
field_out,98.4,-36,0
field_out,72.10000000000001,52,0
field_out,91.7,31,0
double,109.4,16,0
single,107.2,13,0
single,79.30000000000001,24,0
home_run,97.2,28,1
field_out,94.5,40,0
double,98.6,27,0
sac_fly,79.5,47,0
single,96.8,8,0
field_out,91.6,37,0
field_out,82,31,0
single,98.3,26,0
field_out,86.7,-20,0
field_out,90.6,-26,0
single,87.80000000000001,19,0
field_out,98.7,-24,0
field_out,87.4,53,0
field_out,45.6,69,0
field_out,74.60000000000001,73,0
field_out,93.7,-14,0
field_out,100.3,36,0
field_out,87.7,23,0
single,88.7,13,0
single,79.60000000000001,27,0
home_run,106.3,20,1
double,52.400000000000006,14,0
field_out,90,36,0
double_play,95.4,10,0
field_out,94,9,0
single,92.1,-3,0
field_out,102,-15,0
field_out,51,-76,0
field_out,85.80000000000001,35,0
field_out,96.4,8,0
field_out,102.1,6,0
field_out,81.9,13,0
single,75.3,30,0
single,104.5,14,0
field_out,103.2,24,0
field_out,99.7,11,0
field_out,82.7,7,0
home_run,92.5,32,1
single,68.10000000000001,21,0
field_out,86.30000000000001,46,0
single,59.7,-21,0
field_out,77.7,-16,0
field_out,97.6,35,0
triple,77.10000000000001,15,0
single,102.3,15,0
field_out,71.10000000000001,-19,0
field_out,76.10000000000001,5,0
field_out,79.9,28,0
field_out,67.10000000000001,-21,0
field_out,85.9,0,0
field_out,84.30000000000001,-11,0
field_out,88.5,40,0
field_out,57.8,3,0
single,103.5,9,0
double,82.7,8,0
field_out,92.8,3,0
single,82.5,15,0
field_out,96.8,18,0
field_out,80,-3,0
field_out,102.6,7,0
single,93.5,-10,0
home_run,103.4,36,1
field_out,88,-25,0
field_out,100.4,21,0
field_out,90,38,0
grounded_into_double_play,102.5,-1,0
field_out,90.1,27,0
single,72.3,33,0
grounded_into_double_play,82.30000000000001,1,0
field_out,86.7,-6,0
field_out,92.7,-24,0
field_out,101,-13,0
field_out,47.5,68,0
fielders_choice,44.5,-32,0
field_out,102.1,20,0
field_out,99,2,0
single,104.4,0,0
field_out,90.4,9,0
double,98.2,28,0
home_run,108.8,29,1
grounded_into_double_play,89.2,-6,0
field_out,81.4,28,0
force_out,99.9,-10,0
field_out,102.2,5,0
field_out,94.8,27,0
field_out,86.60000000000001,-29,0
force_out,79.60000000000001,4,0
double,103,22,0
field_out,62.8,-45,0
single,82.80000000000001,-17,0
field_out,93.9,21,0
field_out,42.8,-63,0
field_out,105.8,-5,0
field_out,64.3,-9,0
field_out,94,18,0
single,70.5,31,0
field_out,86.10000000000001,72,0
field_out,81.9,-4,0
field_out,81.9,-15,0
single,100.1,14,0
single,109.2,9,0
field_out,71,-14,0
force_out,105.1,-8,0
field_out,78.30000000000001,67,0
single,101.7,5,0
field_out,75.8,-10,0
single,74.5,3,0
field_out,90.7,-3,0
field_out,87.9,-20,0
field_out,15.7,68,0
single,103.9,12,0
single,85.5,23,0
field_out,94.9,28,0
single,102.3,7,0
field_out,75.8,-4,0
single,104.9,-2,0
single,106.6,7,0
field_out,84.9,9,0
single,82.10000000000001,14,0
field_out,76.60000000000001,41,0
field_out,93.8,-9,0
field_out,43.400000000000006,-67,0
force_out,83.10000000000001,-19,0
double,103.6,20,0
single,87.2,-64,0
force_out,84.60000000000001,-1,0
field_out,102.9,47,0
single,103.6,4,0
field_out,97.8,-11,0
field_out,73.60000000000001,7,0
single,98.7,15,0
field_out,105.6,-18,0
single,94.5,14,0
home_run,103.2,23,1
field_out,90.9,32,0
field_out,88.10000000000001,32,0
double,104,17,0
field_out,83.60000000000001,32,0
field_out,96.3,-16,0
single,103.3,8,0
field_out,100.8,32,0
home_run,98.6,27,1
single,96.7,13,0
double,109.3,13,0
single,91.4,9,0
single,102.1,1,0
home_run,100.1,36,1
double,95.4,14,0
field_out,81.7,13,0
home_run,102.4,33,1
single,100.5,0,0
field_out,86.10000000000001,26,0
field_out,80.30000000000001,-19,0
single,66.3,50,0
field_out,100.5,-14,0
field_out,92.7,21,0
single,109.1,-15,0
field_out,89.10000000000001,-48,0
field_out,84.5,-2,0
home_run,107.7,29,1
field_out,78.7,15,0
force_out,92.4,-9,0
double,108.4,15,0
field_out,88.9,-16,0
single,93.3,4,0
field_out,102.3,20,0
force_out,90.8,-4,0
fielders_choice,67.10000000000001,-34,0
single,103.1,6,0
single,94.5,11,0
field_out,50.900000000000006,-50,0
home_run,105.4,23,1
home_run,107.2,28,1
single,109.1,-29,0
field_out,72.3,-6,0
single,98.2,10,0
fielders_choice,65.7,-34,0
force_out,109.6,-23,0
single,72.4,21,0
double,96.9,-11,0
single,89.10000000000001,18,0
grounded_into_double_play,75.8,-32,0
double,105,23,0
single,96.1,7,0
single,96.1,-1,0
single,89.5,1,0
field_out,88,41,0
field_out,102.8,6,0
field_out,102.8,20,0
field_out,86.5,44,0
field_out,95.5,-11,0
field_out,76.2,52,0
grounded_into_double_play,94.7,-12,0
field_out,55,33,0
field_out,82.7,65,0
field_out,72.5,78,0
field_out,93.2,41,0
single,80.4,9,0
single,100.6,9,0
single,103.2,7,0
field_out,81.60000000000001,-10,0
single,67.5,-26,0
single,97.3,2,0
field_out,103.8,28,0
field_out,98,-4,0
field_out,76.60000000000001,73,0
field_out,101.9,6,0
field_out,88.9,26,0
field_out,63.5,-50,0
double,101.4,13,0
field_out,84.2,43,0
single,72.9,24,0
home_run,107,28,1
single,73.3,28,0
field_out,87,43,0
field_out,102.6,16,0
field_out,73,-25,0
field_out,99.8,-15,0
field_out,108.7,-22,0
field_out,93.6,41,0
field_out,88,-46,0
field_out,101.1,0,0
double,102.5,16,0
field_out,76,-48,0
field_out,78.2,-34,0
field_out,66.60000000000001,13,0
field_out,94.2,5,0
home_run,103.7,33,1
field_out,95.1,52,0
field_out,102.9,21,0
field_out,92.8,77,0
field_out,99.7,-20,0
field_out,104,6,0
field_out,93,0,0
field_out,53.3,-55,0
home_run,101.3,25,1
grounded_into_double_play,98.5,-39,0
field_out,71.3,68,0
field_out,61.5,52,0
field_out,104.6,23,0
single,67.2,12,0
field_out,78.4,9,0
field_out,38.2,-86,0
single,96.5,-2,0
field_out,33.1,27,0
field_out,107.6,16,0
field_out,103,4,0
field_out,82.4,75,0
field_out,93.6,32,0
field_out,85.4,46,0
field_out,75,3,0
field_out,95.6,-8,0
grounded_into_double_play,79.80000000000001,-6,0
field_out,76.80000000000001,2,0
field_out,59.5,-71,0
single,87.4,17,0
field_out,80.7,42,0
single,98,4,0
field_out,68.9,-7,0
home_run,107,28,1
single,79.4,-42,0
single,104.8,-9,0
field_out,92.1,33,0
single,108,-6,0
